image_name,tags
test_26220,agriculture partly_cloudy primary
test_26221,clear primary
test_26222,primary
test_26223,clear primary
test_26224,partly_cloudy primary
test_26225,clear primary
test_26226,clear primary
test_26227,clear primary
test_26228,primary
test_26229,clear primary
test_26230,primary
test_26231,cloudy haze water
test_26232,clear primary
test_26233,agriculture clear cultivation primary water
test_26234,primary road
test_26235,cloudy
test_26236,clear primary
test_26237,agriculture clear primary
test_26238,agriculture clear habitation primary road
test_26239,clear primary
test_26240,clear primary road
test_26241,agriculture clear road water
test_26242,clear primary
test_26243,clear primary
test_26244,clear primary
test_26245,clear primary
test_26246,agriculture clear primary road
test_26247,clear primary selective_logging water
test_26248,agriculture clear primary
test_26249,clear primary
test_26250,primary
test_26251,clear primary
test_26252,partly_cloudy primary
test_26253,agriculture clear cultivation primary road
test_26254,clear primary
test_26255,primary
test_26256,clear primary
test_26257,primary
test_26258,cloudy water
test_26259,primary
test_26260,clear primary
test_26261,clear primary
test_26262,agriculture primary water
test_26263,clear primary
test_26264,clear primary
test_26265,partly_cloudy primary
test_26266,clear primary
test_26267,agriculture clear habitation primary road
test_26268,clear primary
test_26269,agriculture clear habitation primary road
test_26270,primary
test_26271,clear primary
test_26272,clear primary
test_26273,clear primary
test_26274,clear primary
test_26275,agriculture partly_cloudy primary
test_26276,agriculture clear primary water
test_26277,clear primary
test_26278,primary
test_26279,clear primary slash_burn
test_26280,clear primary
test_26281,clear primary
test_26282,clear primary
test_26283,agriculture clear primary road
test_26284,clear primary
test_26285,clear primary
test_26286,agriculture clear primary road
test_26287,agriculture primary road water
test_26288,clear primary
test_26289,clear primary
test_26290,clear primary road water
test_26291,clear primary
test_26292,agriculture clear primary road
test_26293,agriculture cloudy road water
test_26294,clear primary
test_26295,primary
test_26296,clear primary
test_26297,clear primary
test_26298,partly_cloudy primary
test_26299,cloudy
test_26300,cloudy
test_26301,clear primary
test_26302,clear primary
test_26303,clear habitation primary road slash_burn
test_26304,agriculture clear primary water
test_26305,primary
test_26306,agriculture habitation partly_cloudy primary road
test_26307,clear primary
test_26308,clear primary
test_26309,primary
test_26310,agriculture road water
test_26311,primary
test_26312,clear primary
test_26313,agriculture clear primary road
test_26314,agriculture primary road
test_26315,clear primary
test_26316,agriculture clear habitation primary road water
test_26317,clear primary water
test_26318,
test_26319,clear primary
test_26320,primary
test_26321,clear primary
test_26322,clear primary
test_26323,clear primary
test_26324,clear primary
test_26325,cloudy
test_26326,clear primary
test_26327,agriculture primary
test_26328,clear primary
test_26329,clear primary
test_26330,primary
test_26331,clear primary
test_26332,agriculture clear habitation primary road
test_26333,primary
test_26334,clear primary
test_26335,clear primary
test_26336,clear primary
test_26337,clear primary
test_26338,agriculture clear primary water
test_26339,clear primary
test_26340,primary
test_26341,clear primary
test_26342,clear primary
test_26343,clear primary
test_26344,clear primary
test_26345,clear primary road
test_26346,clear primary
test_26347,primary water
test_26348,clear primary
test_26349,clear primary
test_26350,clear primary
test_26351,clear primary
test_26352,partly_cloudy primary
test_26353,primary
test_26354,clear habitation primary road
test_26355,cloudy habitation road water
test_26356,clear primary
test_26357,primary
test_26358,cloudy primary
test_26359,agriculture clear primary
test_26360,primary
test_26361,clear primary
test_26362,agriculture clear habitation primary road
test_26363,agriculture clear primary road
test_26364,partly_cloudy primary
test_26365,primary
test_26366,agriculture clear primary
test_26367,clear primary
test_26368,cloudy water
test_26369,clear primary
test_26370,clear primary
test_26371,agriculture cloudy haze
test_26372,primary
test_26373,agriculture primary
test_26374,clear primary water
test_26375,clear primary
test_26376,clear primary
test_26377,clear primary
test_26378,clear primary
test_26379,clear primary
test_26380,clear primary road
test_26381,clear primary
test_26382,agriculture clear primary road
test_26383,agriculture clear primary
test_26384,clear primary
test_26385,clear primary
test_26386,clear habitation primary
test_26387,clear primary
test_26388,agriculture clear primary
test_26389,clear primary
test_26390,clear primary
test_26391,clear primary
test_26392,cloudy
test_26393,primary
test_26394,agriculture clear primary
test_26395,cloudy
test_26396,clear primary
test_26397,clear primary
test_26398,clear primary
test_26399,clear primary
test_26400,primary
test_26401,cloudy
test_26402,clear primary
test_26403,primary
test_26404,cloudy haze water
test_26405,partly_cloudy primary water
test_26406,agriculture clear primary
test_26407,clear primary
test_26408,primary
test_26409,clear primary
test_26410,agriculture clear primary road
test_26411,agriculture clear road water
test_26412,clear primary
test_26413,clear primary
test_26414,clear primary
test_26415,clear primary
test_26416,agriculture clear cultivation primary
test_26417,clear primary
test_26418,primary
test_26419,agriculture clear primary road
test_26420,primary water
test_26421,clear partly_cloudy primary water
test_26422,clear primary
test_26423,agriculture clear primary
test_26424,clear primary road
test_26425,clear primary
test_26426,agriculture primary road
test_26427,clear primary
test_26428,cloudy
test_26429,clear primary
test_26430,clear primary
test_26431,partly_cloudy primary
test_26432,clear primary
test_26433,agriculture clear primary
test_26434,cloudy
test_26435,clear primary
test_26436,clear primary
test_26437,primary road
test_26438,blow_down clear primary
test_26439,primary
test_26440,primary
test_26441,clear primary
test_26442,clear primary water
test_26443,clear primary road
test_26444,agriculture clear primary
test_26445,clear primary
test_26446,clear primary
test_26447,agriculture clear primary road
test_26448,clear primary
test_26449,agriculture clear primary road
test_26450,clear primary water
test_26451,clear primary
test_26452,agriculture bare_ground cultivation partly_cloudy road water
test_26453,water
test_26454,clear primary
test_26455,clear primary
test_26456,agriculture clear primary
test_26457,clear primary water
test_26458,clear primary
test_26459,clear primary
test_26460,agriculture clear primary road
test_26461,agriculture clear primary
test_26462,clear primary
test_26463,primary
test_26464,primary
test_26465,clear cloudy water
test_26466,primary road
test_26467,clear primary
test_26468,partly_cloudy primary
test_26469,clear primary
test_26470,clear primary
test_26471,agriculture clear cultivation habitation primary road water
test_26472,cloudy habitation partly_cloudy water
test_26473,primary
test_26474,cloudy
test_26475,clear primary
test_26476,water
test_26477,clear primary
test_26478,clear primary
test_26479,clear primary
test_26480,agriculture clear cultivation habitation primary road water
test_26481,clear primary
test_26482,clear primary
test_26483,clear
test_26484,cloudy
test_26485,clear primary
test_26486,clear primary
test_26487,clear primary
test_26488,primary
test_26489,agriculture clear primary road
test_26490,artisinal_mine clear cloudy road
test_26491,primary
test_26492,clear primary
test_26493,primary
test_26494,clear primary
test_26495,clear primary
test_26496,clear primary
test_26497,clear primary water
test_26498,clear primary
test_26499,agriculture clear primary road
test_26500,partly_cloudy primary
test_26501,clear primary
test_26502,primary
test_26503,clear partly_cloudy primary
test_26504,road
test_26505,clear primary
test_26506,clear primary road
test_26507,clear primary
test_26508,clear primary
test_26509,clear primary
test_26510,agriculture clear primary road
test_26511,clear primary
test_26512,agriculture partly_cloudy primary road
test_26513,clear primary water
test_26514,clear primary
test_26515,cloudy haze
test_26516,clear primary
test_26517,agriculture clear primary road water
test_26518,clear habitation primary
test_26519,clear primary
test_26520,agriculture clear habitation primary road
test_26521,clear primary
test_26522,agriculture clear cloudy cultivation habitation
test_26523,agriculture clear primary
test_26524,clear primary road water
test_26525,agriculture clear primary road
test_26526,clear primary
test_26527,clear primary
test_26528,partly_cloudy primary
test_26529,agriculture clear primary water
test_26530,clear primary road
test_26531,clear primary
test_26532,clear primary
test_26533,clear primary
test_26534,
test_26535,cloudy
test_26536,clear primary
test_26537,clear primary
test_26538,clear primary
test_26539,cloudy water
test_26540,agriculture clear primary road
test_26541,primary
test_26542,partly_cloudy primary water
test_26543,clear primary
test_26544,clear primary
test_26545,agriculture clear primary road water
test_26546,agriculture primary
test_26547,cloudy partly_cloudy water
test_26548,primary
test_26549,clear primary
test_26550,primary water
test_26551,agriculture clear primary road
test_26552,clear primary
test_26553,clear primary
test_26554,artisinal_mine cloudy partly_cloudy slash_burn
test_26555,clear primary water
test_26556,clear primary
test_26557,clear primary
test_26558,agriculture clear primary
test_26559,primary
test_26560,primary water
test_26561,clear primary road
test_26562,cloudy
test_26563,clear primary
test_26564,clear primary
test_26565,clear primary
test_26566,partly_cloudy primary
test_26567,clear primary
test_26568,primary
test_26569,clear primary
test_26570,clear primary
test_26571,agriculture primary road
test_26572,clear primary road
test_26573,clear primary
test_26574,primary
test_26575,primary
test_26576,primary
test_26577,clear primary
test_26578,clear primary
test_26579,clear primary
test_26580,partly_cloudy primary
test_26581,clear primary
test_26582,primary
test_26583,clear primary
test_26584,primary
test_26585,agriculture clear habitation primary road
test_26586,clear primary
test_26587,clear primary
test_26588,clear primary
test_26589,clear primary
test_26590,clear primary
test_26591,clear primary
test_26592,agriculture bare_ground clear cultivation habitation road water
test_26593,primary
test_26594,clear primary
test_26595,clear primary
test_26596,clear primary
test_26597,clear primary
test_26598,clear primary
test_26599,clear primary
test_26600,agriculture clear partly_cloudy primary
test_26601,primary
test_26602,agriculture primary
test_26603,clear primary
test_26604,clear primary
test_26605,agriculture clear cultivation primary
test_26606,cloudy
test_26607,partly_cloudy primary road water
test_26608,agriculture cloudy road water
test_26609,agriculture primary
test_26610,clear primary
test_26611,primary
test_26612,clear primary
test_26613,primary
test_26614,clear cultivation primary
test_26615,
test_26616,clear primary
test_26617,agriculture habitation partly_cloudy primary
test_26618,clear primary
test_26619,clear primary
test_26620,agriculture primary road water
test_26621,primary
test_26622,clear primary
test_26623,partly_cloudy primary water
test_26624,clear primary
test_26625,clear primary
test_26626,primary
test_26627,clear primary
test_26628,clear primary
test_26629,clear primary
test_26630,clear primary
test_26631,clear primary
test_26632,clear primary
test_26633,agriculture clear primary water
test_26634,agriculture partly_cloudy primary road
test_26635,clear primary
test_26636,primary water
test_26637,clear primary
test_26638,clear primary
test_26639,agriculture clear primary road water
test_26640,clear primary
test_26641,agriculture clear primary water
test_26642,clear primary
test_26643,clear primary
test_26644,clear primary
test_26645,clear primary
test_26646,cloudy
test_26647,clear primary
test_26648,clear primary
test_26649,clear primary
test_26650,cloudy partly_cloudy
test_26651,clear primary
test_26652,clear primary
test_26653,agriculture clear habitation primary road
test_26654,clear primary
test_26655,agriculture partly_cloudy road
test_26656,clear primary
test_26657,primary
test_26658,clear primary
test_26659,agriculture primary
test_26660,primary
test_26661,clear primary
test_26662,clear primary
test_26663,primary
test_26664,clear primary
test_26665,clear primary water
test_26666,clear primary
test_26667,primary
test_26668,clear primary
test_26669,agriculture road
test_26670,clear primary
test_26671,primary
test_26672,clear primary
test_26673,clear primary
test_26674,agriculture clear primary road water
test_26675,clear primary
test_26676,clear primary
test_26677,clear primary
test_26678,primary road water
test_26679,primary
test_26680,primary
test_26681,clear primary
test_26682,clear primary
test_26683,clear primary
test_26684,clear primary
test_26685,clear primary
test_26686,agriculture partly_cloudy primary road
test_26687,agriculture clear cultivation primary road
test_26688,cloudy
test_26689,partly_cloudy primary
test_26690,clear primary
test_26691,clear primary
test_26692,haze partly_cloudy primary
test_26693,clear primary
test_26694,clear primary
test_26695,clear primary
test_26696,clear primary
test_26697,primary
test_26698,clear primary
test_26699,clear primary
test_26700,clear primary
test_26701,primary
test_26702,clear primary road
test_26703,clear primary
test_26704,clear primary
test_26705,primary
test_26706,agriculture bare_ground clear primary road water
test_26707,agriculture clear primary road
test_26708,clear primary
test_26709,agriculture clear primary
test_26710,clear primary
test_26711,agriculture clear cultivation primary road water
test_26712,clear primary
test_26713,clear primary
test_26714,clear primary
test_26715,partly_cloudy primary
test_26716,clear primary
test_26717,clear primary
test_26718,clear primary
test_26719,primary road
test_26720,clear primary
test_26721,agriculture clear primary
test_26722,agriculture primary road water
test_26723,agriculture clear primary
test_26724,agriculture clear primary road
test_26725,clear primary
test_26726,primary
test_26727,clear primary
test_26728,clear primary
test_26729,clear primary
test_26730,clear primary
test_26731,clear primary
test_26732,clear primary
test_26733,clear primary
test_26734,clear primary
test_26735,clear primary
test_26736,clear primary
test_26737,bare_ground clear cultivation primary
test_26738,clear primary road
test_26739,agriculture partly_cloudy
test_26740,cloudy primary
test_26741,agriculture primary road
test_26742,agriculture clear primary road
test_26743,clear primary road
test_26744,primary
test_26745,clear primary water
test_26746,clear primary road
test_26747,agriculture clear primary road water
test_26748,primary
test_26749,primary
test_26750,partly_cloudy primary
test_26751,clear primary
test_26752,clear primary
test_26753,partly_cloudy primary
test_26754,clear primary
test_26755,clear primary
test_26756,agriculture habitation partly_cloudy primary road
test_26757,clear primary water
test_26758,clear primary
test_26759,primary
test_26760,agriculture clear habitation primary road
test_26761,clear primary
test_26762,partly_cloudy primary
test_26763,partly_cloudy primary
test_26764,agriculture cloudy cultivation partly_cloudy primary water
test_26765,clear primary
test_26766,clear primary
test_26767,clear primary
test_26768,clear habitation partly_cloudy primary
test_26769,clear primary
test_26770,clear primary
test_26771,clear primary water
test_26772,agriculture cultivation habitation partly_cloudy primary road
test_26773,clear primary
test_26774,clear primary
test_26775,clear primary
test_26776,clear primary
test_26777,agriculture cloudy cultivation habitation haze road water
test_26778,clear primary
test_26779,primary
test_26780,agriculture clear road
test_26781,clear primary
test_26782,clear primary
test_26783,clear primary road
test_26784,clear primary
test_26785,clear primary
test_26786,cloudy haze water
test_26787,clear primary
test_26788,clear primary
test_26789,cloudy
test_26790,partly_cloudy primary road
test_26791,clear primary
test_26792,clear primary
test_26793,clear partly_cloudy primary water
test_26794,clear habitation primary road
test_26795,clear partly_cloudy primary
test_26796,clear primary
test_26797,agriculture clear primary
test_26798,primary
test_26799,clear primary
test_26800,primary
test_26801,primary
test_26802,agriculture primary
test_26803,clear primary
test_26804,clear primary
test_26805,
test_26806,habitation
test_26807,clear primary
test_26808,clear cloudy cultivation
test_26809,clear primary water
test_26810,clear primary
test_26811,agriculture clear primary
test_26812,agriculture bare_ground clear road
test_26813,cloudy haze primary water
test_26814,agriculture clear primary
test_26815,clear primary
test_26816,primary road
test_26817,clear primary
test_26818,clear primary
test_26819,clear primary
test_26820,agriculture clear primary road
test_26821,cloudy haze
test_26822,clear primary
test_26823,primary
test_26824,clear primary
test_26825,primary
test_26826,agriculture primary
test_26827,primary
test_26828,clear primary
test_26829,clear primary road
test_26830,habitation primary water
test_26831,clear primary
test_26832,clear primary
test_26833,clear primary
test_26834,primary
test_26835,clear primary
test_26836,clear primary
test_26837,clear primary road water
test_26838,clear primary
test_26839,agriculture clear primary water
test_26840,clear primary
test_26841,clear primary
test_26842,clear primary
test_26843,primary road
test_26844,agriculture primary road
test_26845,clear primary
test_26846,primary
test_26847,clear primary
test_26848,agriculture clear habitation partly_cloudy primary road
test_26849,clear primary
test_26850,agriculture clear primary road slash_burn
test_26851,agriculture clear primary road water
test_26852,clear primary
test_26853,agriculture clear cultivation partly_cloudy primary
test_26854,clear cultivation primary
test_26855,clear primary
test_26856,clear primary
test_26857,clear primary
test_26858,clear primary
test_26859,cloudy
test_26860,clear primary
test_26861,clear primary
test_26862,clear primary
test_26863,clear primary
test_26864,haze partly_cloudy primary
test_26865,clear primary
test_26866,agriculture clear primary road
test_26867,clear primary
test_26868,agriculture clear primary
test_26869,primary
test_26870,cloudy
test_26871,clear primary
test_26872,clear cultivation primary
test_26873,agriculture clear primary
test_26874,clear cultivation habitation primary
test_26875,cloudy primary
test_26876,clear primary water
test_26877,clear primary
test_26878,habitation primary road
test_26879,clear cultivation habitation primary
test_26880,clear primary
test_26881,clear primary
test_26882,primary water
test_26883,clear primary
test_26884,agriculture clear primary
test_26885,clear primary
test_26886,clear primary
test_26887,primary
test_26888,primary
test_26889,partly_cloudy primary
test_26890,primary
test_26891,clear primary
test_26892,primary
test_26893,clear primary
test_26894,clear primary
test_26895,clear primary
test_26896,clear primary
test_26897,clear primary
test_26898,clear primary
test_26899,clear primary
test_26900,cloudy
test_26901,clear primary
test_26902,clear primary
test_26903,clear primary
test_26904,cloudy
test_26905,primary
test_26906,cloudy water
test_26907,agriculture clear primary
test_26908,clear primary
test_26909,agriculture clear cultivation haze primary road slash_burn
test_26910,clear primary
test_26911,clear primary
test_26912,primary
test_26913,primary
test_26914,primary
test_26915,agriculture bare_ground clear habitation road
test_26916,clear primary
test_26917,clear primary
test_26918,clear primary
test_26919,clear primary
test_26920,clear primary
test_26921,clear primary
test_26922,agriculture cloudy partly_cloudy
test_26923,clear primary
test_26924,clear primary
test_26925,agriculture clear road
test_26926,clear primary
test_26927,clear primary
test_26928,clear primary
test_26929,cloudy partly_cloudy
test_26930,clear primary
test_26931,cloudy
test_26932,clear primary
test_26933,clear primary
test_26934,clear primary
test_26935,agriculture clear cloudy road water
test_26936,primary
test_26937,clear primary
test_26938,primary
test_26939,primary
test_26940,partly_cloudy primary
test_26941,clear primary
test_26942,clear primary
test_26943,clear primary
test_26944,primary
test_26945,primary
test_26946,primary
test_26947,agriculture clear primary
test_26948,clear primary
test_26949,partly_cloudy primary
test_26950,clear primary
test_26951,agriculture clear primary
test_26952,clear primary
test_26953,agriculture primary road water
test_26954,clear habitation primary
test_26955,clear partly_cloudy primary
test_26956,clear primary
test_26957,clear primary
test_26958,primary
test_26959,clear primary
test_26960,cloudy
test_26961,primary
test_26962,primary
test_26963,primary road
test_26964,clear primary
test_26965,primary
test_26966,clear primary
test_26967,primary
test_26968,clear primary
test_26969,clear primary
test_26970,clear primary
test_26971,clear primary
test_26972,primary
test_26973,agriculture artisinal_mine partly_cloudy primary selective_logging
test_26974,primary water
test_26975,agriculture road water
test_26976,
test_26977,primary water
test_26978,primary
test_26979,agriculture clear primary
test_26980,clear primary
test_26981,primary
test_26982,clear primary
test_26983,agriculture clear primary road
test_26984,agriculture primary
test_26985,agriculture clear cultivation primary road water
test_26986,primary
test_26987,clear primary
test_26988,cloudy partly_cloudy road water
test_26989,clear primary
test_26990,clear primary
test_26991,clear primary
test_26992,clear primary
test_26993,agriculture clear partly_cloudy primary road
test_26994,clear primary
test_26995,clear primary
test_26996,clear primary water
test_26997,agriculture clear primary water
test_26998,cloudy
test_26999,clear primary
test_27000,agriculture clear primary water
test_27001,agriculture clear primary road
test_27002,agriculture bare_ground road water
test_27003,clear primary
test_27004,clear primary
test_27005,agriculture clear primary road
test_27006,agriculture clear partly_cloudy primary road water
test_27007,clear primary
test_27008,clear habitation primary
test_27009,clear primary
test_27010,clear primary
test_27011,clear primary
test_27012,primary
test_27013,clear primary
test_27014,clear primary
test_27015,primary
test_27016,primary
test_27017,clear primary
test_27018,clear primary
test_27019,agriculture clear primary
test_27020,clear primary
test_27021,clear primary road
test_27022,clear habitation primary road
test_27023,primary
test_27024,clear primary
test_27025,agriculture primary
test_27026,clear primary
test_27027,primary
test_27028,clear primary
test_27029,clear primary
test_27030,clear primary
test_27031,clear primary
test_27032,clear primary
test_27033,primary
test_27034,clear primary
test_27035,clear primary
test_27036,clear primary
test_27037,clear primary
test_27038,cloudy
test_27039,clear primary
test_27040,clear primary
test_27041,clear primary
test_27042,clear primary
test_27043,clear primary
test_27044,clear primary
test_27045,clear primary
test_27046,clear primary
test_27047,partly_cloudy primary road water
test_27048,clear primary
test_27049,clear primary
test_27050,clear primary
test_27051,clear primary
test_27052,agriculture clear primary road
test_27053,clear primary
test_27054,primary
test_27055,clear primary
test_27056,clear primary
test_27057,clear primary
test_27058,clear primary
test_27059,clear primary
test_27060,clear primary road
test_27061,primary
test_27062,clear primary
test_27063,cultivation primary
test_27064,clear primary road
test_27065,agriculture partly_cloudy primary
test_27066,clear primary
test_27067,clear primary
test_27068,clear primary
test_27069,clear cultivation habitation water
test_27070,clear primary
test_27071,agriculture clear primary road water
test_27072,clear primary
test_27073,clear primary
test_27074,clear primary
test_27075,primary
test_27076,primary
test_27077,partly_cloudy primary
test_27078,agriculture clear primary road
test_27079,clear primary
test_27080,clear primary
test_27081,cloudy haze
test_27082,agriculture clear cultivation primary
test_27083,clear primary
test_27084,clear primary
test_27085,agriculture primary road
test_27086,clear primary road
test_27087,clear primary
test_27088,clear primary
test_27089,clear primary
test_27090,clear primary
test_27091,clear primary
test_27092,clear primary
test_27093,agriculture clear primary
test_27094,clear habitation primary
test_27095,clear primary
test_27096,agriculture clear habitation primary road water
test_27097,clear primary
test_27098,clear primary
test_27099,clear primary
test_27100,cloudy
test_27101,clear primary
test_27102,agriculture clear habitation primary road
test_27103,cloudy
test_27104,primary road
test_27105,clear primary
test_27106,primary
test_27107,clear primary
test_27108,agriculture clear primary
test_27109,clear primary
test_27110,clear primary water
test_27111,clear primary
test_27112,clear primary
test_27113,agriculture partly_cloudy primary road water
test_27114,clear primary
test_27115,clear primary
test_27116,agriculture clear road
test_27117,agriculture primary
test_27118,clear primary
test_27119,clear primary
test_27120,partly_cloudy primary
test_27121,clear primary
test_27122,clear primary
test_27123,agriculture primary
test_27124,clear partly_cloudy primary
test_27125,clear primary
test_27126,clear habitation primary road
test_27127,primary
test_27128,agriculture primary road
test_27129,agriculture primary
test_27130,clear primary
test_27131,cloudy primary
test_27132,clear primary
test_27133,cloudy
test_27134,primary
test_27135,primary
test_27136,clear primary
test_27137,clear primary
test_27138,agriculture clear primary road water
test_27139,primary
test_27140,clear primary
test_27141,clear primary
test_27142,clear primary road
test_27143,primary
test_27144,agriculture clear cultivation haze partly_cloudy primary
test_27145,clear primary
test_27146,agriculture clear primary
test_27147,clear primary
test_27148,agriculture artisinal_mine bare_ground clear primary road water
test_27149,clear primary
test_27150,primary
test_27151,cloudy
test_27152,agriculture clear primary road
test_27153,agriculture primary road
test_27154,clear partly_cloudy primary
test_27155,agriculture clear primary
test_27156,cultivation primary
test_27157,agriculture clear primary road water
test_27158,primary
test_27159,clear primary
test_27160,haze primary water
test_27161,clear primary
test_27162,cloudy partly_cloudy
test_27163,clear primary
test_27164,cloudy water
test_27165,agriculture bare_ground cultivation haze primary
test_27166,clear primary
test_27167,clear primary
test_27168,clear primary
test_27169,clear primary
test_27170,clear primary
test_27171,clear primary
test_27172,clear primary
test_27173,clear primary
test_27174,clear primary
test_27175,primary
test_27176,primary
test_27177,clear partly_cloudy primary
test_27178,clear primary
test_27179,partly_cloudy primary road water
test_27180,agriculture clear habitation primary road
test_27181,agriculture artisinal_mine clear cultivation habitation primary road water
test_27182,clear primary
test_27183,clear primary
test_27184,clear primary
test_27185,agriculture cloudy
test_27186,clear primary
test_27187,primary
test_27188,clear primary
test_27189,primary
test_27190,partly_cloudy primary
test_27191,clear partly_cloudy primary
test_27192,clear primary
test_27193,clear primary
test_27194,clear primary
test_27195,clear primary
test_27196,haze primary
test_27197,primary
test_27198,clear primary
test_27199,clear primary water
test_27200,clear primary
test_27201,primary
test_27202,clear primary
test_27203,primary
test_27204,primary road
test_27205,primary
test_27206,primary
test_27207,clear primary
test_27208,habitation primary
test_27209,agriculture clear primary road
test_27210,clear primary
test_27211,water
test_27212,clear primary
test_27213,agriculture clear primary road
test_27214,clear primary
test_27215,clear primary
test_27216,primary
test_27217,primary
test_27218,clear primary
test_27219,clear primary
test_27220,clear primary
test_27221,cloudy haze partly_cloudy
test_27222,clear primary
test_27223,clear primary
test_27224,clear primary
test_27225,cloudy
test_27226,partly_cloudy primary
test_27227,clear partly_cloudy primary
test_27228,habitation haze primary
test_27229,clear partly_cloudy primary
test_27230,clear primary
test_27231,clear primary
test_27232,clear primary
test_27233,clear primary
test_27234,clear primary
test_27235,agriculture clear primary
test_27236,clear primary
test_27237,clear habitation primary road
test_27238,clear primary road
test_27239,clear primary
test_27240,clear primary
test_27241,primary
test_27242,clear primary
test_27243,clear primary
test_27244,agriculture clear road water
test_27245,agriculture clear primary
test_27246,clear primary
test_27247,clear primary
test_27248,agriculture clear primary
test_27249,agriculture cloudy cultivation partly_cloudy primary road water
test_27250,primary
test_27251,clear primary water
test_27252,clear primary
test_27253,agriculture clear primary
test_27254,clear primary
test_27255,agriculture clear primary water
test_27256,clear primary water
test_27257,cloudy
test_27258,clear primary
test_27259,clear primary
test_27260,clear primary water
test_27261,clear primary
test_27262,primary
test_27263,clear primary
test_27264,agriculture clear primary road water
test_27265,primary
test_27266,habitation
test_27267,clear primary
test_27268,clear primary
test_27269,agriculture primary water
test_27270,agriculture clear habitation primary road
test_27271,clear primary
test_27272,clear primary
test_27273,clear primary road
test_27274,clear primary
test_27275,clear primary
test_27276,clear primary water
test_27277,clear primary
test_27278,primary
test_27279,clear primary
test_27280,clear primary water
test_27281,clear cultivation habitation primary
test_27282,primary
test_27283,clear primary
test_27284,agriculture clear primary road water
test_27285,clear primary
test_27286,clear primary
test_27287,clear primary
test_27288,primary
test_27289,partly_cloudy primary
test_27290,clear partly_cloudy primary
test_27291,clear primary
test_27292,clear primary water
test_27293,
test_27294,cultivation primary
test_27295,primary
test_27296,clear primary
test_27297,clear primary
test_27298,clear primary
test_27299,clear primary
test_27300,agriculture primary road water
test_27301,clear primary
test_27302,partly_cloudy primary
test_27303,clear primary
test_27304,agriculture clear primary
test_27305,clear primary
test_27306,partly_cloudy primary road
test_27307,clear primary
test_27308,agriculture clear primary
test_27309,clear primary
test_27310,clear primary
test_27311,cloudy water
test_27312,clear primary
test_27313,
test_27314,agriculture primary road water
test_27315,clear primary
test_27316,clear primary
test_27317,agriculture clear partly_cloudy primary road
test_27318,clear primary
test_27319,primary
test_27320,clear primary
test_27321,clear cultivation primary
test_27322,clear road
test_27323,primary
test_27324,clear primary
test_27325,clear primary
test_27326,clear primary
test_27327,clear primary
test_27328,clear primary
test_27329,primary
test_27330,clear primary
test_27331,clear primary
test_27332,clear primary water
test_27333,agriculture clear habitation primary road
test_27334,primary
test_27335,partly_cloudy primary
test_27336,primary
test_27337,agriculture primary road
test_27338,agriculture clear habitation haze road
test_27339,clear primary
test_27340,clear primary
test_27341,clear primary
test_27342,clear primary
test_27343,agriculture clear primary
test_27344,clear primary
test_27345,primary
test_27346,clear primary road
test_27347,clear primary
test_27348,agriculture clear primary road water
test_27349,clear primary
test_27350,clear primary
test_27351,clear primary
test_27352,clear primary
test_27353,primary
test_27354,cloudy
test_27355,clear primary
test_27356,clear primary
test_27357,clear primary
test_27358,clear primary
test_27359,clear primary road
test_27360,clear primary
test_27361,cloudy
test_27362,clear primary
test_27363,agriculture clear primary road
test_27364,clear primary
test_27365,agriculture clear primary road
test_27366,clear primary
test_27367,agriculture haze partly_cloudy primary water
test_27368,clear primary
test_27369,clear primary
test_27370,clear primary
test_27371,clear primary
test_27372,clear primary
test_27373,clear primary water
test_27374,primary
test_27375,clear primary road
test_27376,clear primary
test_27377,clear primary
test_27378,clear primary
test_27379,clear primary
test_27380,clear primary
test_27381,clear primary
test_27382,primary
test_27383,clear primary
test_27384,partly_cloudy primary
test_27385,clear primary
test_27386,clear primary
test_27387,agriculture clear primary
test_27388,clear primary
test_27389,clear primary
test_27390,agriculture clear primary
test_27391,agriculture clear primary
test_27392,agriculture clear primary
test_27393,clear primary
test_27394,clear primary
test_27395,agriculture clear primary water
test_27396,clear primary
test_27397,partly_cloudy primary road
test_27398,primary
test_27399,clear primary
test_27400,primary
test_27401,clear primary
test_27402,clear primary
test_27403,clear primary
test_27404,clear primary
test_27405,agriculture clear primary road
test_27406,clear primary
test_27407,clear primary
test_27408,clear primary
test_27409,cloudy
test_27410,clear primary road
test_27411,agriculture primary water
test_27412,clear primary
test_27413,clear primary
test_27414,clear primary
test_27415,clear primary
test_27416,clear primary
test_27417,clear primary water
test_27418,primary
test_27419,cloudy partly_cloudy
test_27420,clear primary
test_27421,clear primary
test_27422,primary
test_27423,clear primary
test_27424,clear primary
test_27425,clear partly_cloudy primary water
test_27426,agriculture clear primary
test_27427,partly_cloudy primary
test_27428,clear haze primary road water
test_27429,clear primary
test_27430,clear primary
test_27431,clear primary
test_27432,clear primary
test_27433,clear primary
test_27434,clear primary
test_27435,agriculture clear primary road
test_27436,agriculture primary road
test_27437,clear primary
test_27438,clear primary
test_27439,agriculture clear partly_cloudy primary
test_27440,clear primary water
test_27441,clear primary
test_27442,agriculture clear primary
test_27443,clear primary
test_27444,agriculture clear primary road
test_27445,primary
test_27446,clear primary
test_27447,clear primary
test_27448,cultivation partly_cloudy primary water
test_27449,clear primary
test_27450,primary
test_27451,clear primary
